235952.791,V,,,,,050180,,,N,
235953.791,V,,,,,050180,,,N,
235954.791,V,,,,,050180,,,N,
235955.791,V,,,,,050180,,,N,
235956.791,V,,,,,050180,,,N,
235957.731,V,,,,,050180,,,N,
235957.951,V,,,,,050180,,,N,
061643.313,V,,,,,080180,,,N,
061644.313,V,,,,,080180,,,N,
061645.313,V,,,,,080180,,,N,
061646.313,V,,,,,080180,,,N,
061647.313,V,,,,,080180,,,N,
061648.093,V,,,,,080180,,,N,
061648.313,V,,,,,080180,,,N,
061649.313,V,,,,,080180,,,N,
061650.313,V,,,,,080180,,,N,
061651.313,V,,,,,080180,,,N,
061652.313,V,,,,,080180,,,N,
061653.313,V,,,,,080180,,,N,
061654.093,V,,,,,080180,,,N,
061654.313,V,,,,,080180,,,N,
061655.313,V,,,,,080180,,,N,
061656.313,V,,,,,080180,,,N,
061657.313,V,,,,,080180,,,N,
061658.313,V,,,,,080180,,,N,
061659.313,V,,,,,080180,,,N,
061700.084,V,,,,,230424,,,N,
061700.304,V,,,,,230424,,,N,
061701.304,V,,,,,230424,,,N,
061702.304,V,,,,,230424,,,N,
061705.000,A,-0737.0327,11131.4721,E,64.58,230424,,,A,
061706.000,A,-0737.0331,11131.4724,E,64.58,230424,,,A,
061707.000,A,-0737.0334,11131.4724,E,64.58,230424,,,A,
061708.000,A,-0737.0335,11131.4726,E,64.58,230424,,,A,
061709.000,A,-0737.0340,11131.4729,E,64.58,230424,,,A,
061710.000,A,-0737.0340,11131.4730,E,64.58,230424,,,A,
061711.000,A,-0737.0338,11131.4729,E,64.58,230424,,,A,
061712.000,A,-0737.0335,11131.4726,E,64.58,230424,,,A,
061713.000,A,-0737.0331,11131.4722,E,325.79,230424,,,A,
061714.000,A,-0737.0327,11131.4719,E,327.93,230424,,,A,
061715.000,A,-0737.0323,11131.4715,E,328.67,230424,,,A,
061716.000,A,-0737.0321,11131.4710,E,344.43,230424,,,A,
061717.000,A,-0737.0319,11131.4707,E,314.96,230424,,,A,
061718.000,A,-0737.0319,11131.4704,E,331.92,230424,,,A,
061719.000,A,-0737.0318,11131.4702,E,331.92,230424,,,A,
061720.000,A,-0737.0315,11131.4699,E,331.92,230424,,,A,
061721.000,A,-0737.0313,11131.4696,E,6.05,230424,,,A,
061722.000,A,-0737.0309,11131.4692,E,24.34,230424,,,A,
061723.000,A,-0737.0307,11131.4690,E,45.01,230424,,,A,
061724.000,A,-0737.0307,11131.4690,E,45.01,230424,,,A,
061725.000,A,-0737.0305,11131.4688,E,45.01,230424,,,A,
061726.000,A,-0737.0302,11131.4686,E,7.46,230424,,,A,
061727.000,A,-0737.0299,11131.4683,E,358.38,230424,,,A,
061729.000,A,-0737.0294,11131.4679,E,348.59,230424,,,A,
061731.000,A,-0737.0277,11131.4672,E,348.59,230424,,,A,
061732.000,A,-0737.0267,11131.4671,E,348.59,230424,,,A,
061733.000,A,-0737.0263,11131.4670,E,348.59,230424,,,A,
061734.000,A,-0737.0257,11131.4666,E,348.59,230424,,,A,
061735.000,A,-0737.0251,11131.4668,E,348.59,230424,,,A,
061736.000,A,-0737.0247,11131.4670,E,348.59,230424,,,A,
061737.000,A,-0737.0244,11131.4673,E,348.59,230424,,,A,
061738.000,A,-0737.0239,11131.4673,E,348.59,230424,,,A,
061739.000,A,-0737.0233,11131.4672,E,348.59,230424,,,A,
061740.000,A,-0737.0229,11131.4674,E,348.59,230424,,,A,
061741.000,A,-0737.0226,11131.4674,E,348.59,230424,,,A,
061742.000,A,-0737.0225,11131.4676,E,348.59,230424,,,A,
061743.000,A,-0737.0223,11131.4674,E,348.59,230424,,,A,
061744.000,A,-0737.0223,11131.4675,E,348.59,230424,,,A,
061745.000,A,-0737.0222,11131.4675,E,348.59,230424,,,A,
061746.000,A,-0737.0219,11131.4672,E,348.59,230424,,,A,
061747.000,A,-0737.0217,11131.4670,E,348.59,230424,,,A,
061748.000,A,-0737.0214,11131.4668,E,348.59,230424,,,A,
061749.000,A,-0737.0209,11131.4660,E,348.59,230424,,,A,
061750.000,A,-0737.0205,11131.4654,E,348.59,230424,,,A,
061751.000,A,-0737.0203,11131.4651,E,348.59,230424,,,A,
